,-90.0,-86.1702,-82.3404,-78.5106,-74.6809,-70.8511,-67.0213,-63.1915,-59.3617,-55.5319,-51.7021,-47.8723,-44.0426,-40.2128,-36.383,-32.5532,-28.7234,-24.8936,-21.0638,-17.234,-13.4043,-9.57447,-5.74468,-1.91489,1.91489,5.74468,9.57447,13.4043,17.234,21.0638,24.8936,28.7234,32.5532,36.383,40.2128,44.0426,47.8723,51.7021,55.5319,59.3617,63.1915,67.0213,70.8511,74.6809,78.5106,82.3404,86.1702,90.0
-180.0,166.321,167.391,170.671,166.854,162.923,159.383,156.986,156.978,151.955,151.858,151.055,155.163,153.761,150.428,146.169,148.676,146.291,145.116,145.758,145.038,134.423,132.563,129.236,122.454,117.895,116.846,117.019,119.959,117.659,115.927,115.062,113.73,112.358,112.095,113.273,115.236,118.102,120.892,124.517,129.271,133.759,139.314,145.928,154.69,164.753,176.298,186.677,200.146
-174.0,166.321,168.252,169.524,165.463,161.103,155.912,157.827,155.922,155.435,150.081,154.334,154.913,151.369,150.3,150.551,148.841,152.397,144.105,147.424,147.848,140.123,130.923,129.197,123.815,121.148,119.267,120.117,120.432,118.732,115.362,117.266,115.509,114.27,114.377,114.45,116.497,119.009,122.011,125.798,129.363,133.965,138.561,144.725,153.545,163.756,175.359,186.134,200.134
-168.0,166.322,167.421,168.552,164.231,160.83,153.23,153.514,153.608,152.996,151.567,154.49,146.59,148.571,151.233,148.227,155.87,155.588,149.88,147.295,144.525,140.457,138.066,125.144,120.912,120.339,119.557,120.441,120.857,120.773,120.813,119.055,118.133,116.978,116.261,116.399,117.922,120.476,122.849,126.456,129.856,133.575,137.828,144.226,152.434,162.912,174.527,185.435,200.141
-162.0,166.299,166.569,167.487,163.32,159.069,152.141,150.38,150.112,154.136,150.754,149.89,149.696,150.583,148.236,156.357,155.432,152.358,150.069,143.129,141.242,138.614,138.075,126.638,127.16,122.385,122.057,121.331,121.528,121.784,121.434,121.271,120.371,119.45,118.725,118.595,119.537,121.813,124.36,127.336,130.422,133.638,137.601,143.489,151.831,162.097,173.711,185.45,200.137
-157.0,166.338,165.916,166.454,162.196,153.87,153.541,148.803,149.29,152.472,152.121,151.696,154.467,157.299,141.049,153.974,152.828,153.448,147.959,146.471,145.252,145.235,136.397,136.952,139.771,129.883,127.499,123.174,122.347,122.784,123.15,123.191,122.738,121.752,120.821,120.824,121.323,123.126,125.723,128.726,131.343,134.251,137.744,143.193,151.156,161.26,172.977,185.093,200.15
-151.0,166.289,166.023,165.34,161.122,156.244,157.665,150.626,148.178,154.269,146.799,149.59,153.317,153.676,152.306,149.023,147.256,148.053,147.524,146.689,146.677,143.369,138.839,133.68,125.117,125.11,123.15,123.676,124.193,124.563,125.175,125.528,125.211,124.304,123.156,122.941,123.219,124.941,127.555,130.132,132.437,134.752,137.728,142.767,151.148,160.715,172.285,184.944,200.141
-145.0,166.337,165.618,164.615,156.246,156.001,155.402,153.866,147.359,149.581,149.685,150.723,152.707,151.862,153.225,149.447,151.143,150.165,153.108,148.966,147.073,146.25,143.215,138.15,139.584,131.728,136.024,128.44,129.452,133.926,140.538,138.7,136.419,128.382,125.94,125.297,126.058,127.751,129.967,133.747,133.439,135.347,138.196,142.543,150.545,160.263,171.758,184.544,200.136
-140.0,166.368,164.926,163.671,159.509,155.635,152.821,155.128,150.651,149.388,152.552,150.045,149.59,152.123,153.693,150.732,151.993,150.893,153.827,151.922,152.278,150.822,149.389,147.054,141.583,137.61,136.265,139.587,140.097,143.803,141.482,142.276,142.57,138.704,142.597,130.367,131.997,131.616,132.097,133.001,134.355,135.991,138.563,142.79,150.232,160.242,171.271,184.66,200.153
-134.0,166.328,163.97,162.675,158.601,153.964,154.23,154.141,151.717,149.212,150.489,153.365,153.365,152.178,151.119,149.96,153.135,153.772,154.562,155.338,156.822,156.747,156.518,154.578,149.095,149.77,151.697,144.696,149.342,201.932,187.837,144.37,149.61,140.665,143.715,140.295,137.401,135.008,134.335,134.184,135.431,136.484,138.785,142.816,150.083,159.634,170.917,184.457,200.143
