,-90.0,-86.1702,-82.3404,-78.5106,-74.6809,-70.8511,-67.0213,-63.1915,-59.3617,-55.5319,-51.7021,-47.8723,-44.0426,-40.2128,-36.383,-32.5532,-28.7234,-24.8936,-21.0638,-17.234,-13.4043,-9.57447,-5.74468,-1.91489,1.91489,5.74468,9.57447,13.4043,17.234,21.0638,24.8936,28.7234,32.5532,36.383,40.2128,44.0426,47.8723,51.7021,55.5319,59.3617,63.1915,67.0213,70.8511,74.6809,78.5106,82.3404,86.1702,90.0
-180.0,3.10339e-06,3.42539e-06,3.28024e-06,3.63072e-06,4.13131e-06,4.56844e-06,4.98763e-06,5.11945e-06,6.20476e-06,6.65407e-06,7.33586e-06,6.95586e-06,7.6659e-06,8.84147e-06,1.02393e-05,9.63923e-06,1.0261e-05,1.03778e-05,9.90605e-06,9.7917e-06,1.22588e-05,1.21872e-05,1.24286e-05,1.39354e-05,1.51539e-05,1.54519e-05,1.55049e-05,1.46147e-05,1.55693e-05,1.62209e-05,1.64273e-05,1.67323e-05,1.69987e-05,1.67905e-05,1.59746e-05,1.47511e-05,1.32517e-05,1.1912e-05,1.03683e-05,8.57303e-06,7.01091e-06,5.62518e-06,4.51872e-06,3.62171e-06,2.90984e-06,2.25569e-06,1.7204e-06,1.51459e-06
-174.0,3.10341e-06,3.25886e-06,3.32317e-06,3.68838e-06,4.24322e-06,4.89589e-06,4.70187e-06,5.11227e-06,5.45181e-06,6.76623e-06,6.48004e-06,6.82825e-06,8.1419e-06,8.86519e-06,9.13523e-06,9.80132e-06,8.82565e-06,1.10275e-05,9.81177e-06,9.45912e-06,1.11842e-05,1.31448e-05,1.30673e-05,1.42543e-05,1.48293e-05,1.54451e-05,1.53046e-05,1.54395e-05,1.6265e-05,1.76149e-05,1.67861e-05,1.72133e-05,1.73456e-05,1.69133e-05,1.64083e-05,1.50415e-05,1.34171e-05,1.18113e-05,1.01341e-05,8.5903e-06,6.96492e-06,5.72467e-06,4.65913e-06,3.74224e-06,2.99246e-06,2.31143e-06,1.77012e-06,1.51745e-06
-168.0,3.10332e-06,3.30365e-06,3.35194e-06,3.73846e-06,4.17054e-06,5.13147e-06,5.17301e-06,5.31734e-06,5.69807e-06,6.33275e-06,6.28155e-06,8.47633e-06,8.71096e-06,8.65881e-06,9.96819e-06,8.08781e-06,8.21146e-06,9.61886e-06,1.01519e-05,1.06568e-05,1.14449e-05,1.16733e-05,1.49282e-05,1.59363e-05,1.58696e-05,1.61515e-05,1.60386e-05,1.61999e-05,1.65295e-05,1.66857e-05,1.73202e-05,1.74601e-05,1.75261e-05,1.73171e-05,1.67148e-05,1.54678e-05,1.36845e-05,1.20133e-05,1.01923e-05,8.58628e-06,7.08476e-06,5.85886e-06,4.72664e-06,3.88185e-06,3.06987e-06,2.36805e-06,1.85272e-06,1.51587e-06
-162.0,3.10611e-06,3.35245e-06,3.39733e-06,3.76009e-06,4.30603e-06,5.17228e-06,5.49626e-06,5.69812e-06,5.40134e-06,6.33226e-06,7.03904e-06,7.73708e-06,8.26405e-06,9.53943e-06,7.85486e-06,8.32211e-06,9.2136e-06,9.79702e-06,1.1717e-05,1.19511e-05,1.22694e-05,1.19803e-05,1.4905e-05,1.43331e-05,1.57705e-05,1.59217e-05,1.64228e-05,1.67095e-05,1.69835e-05,1.7362e-05,1.74865e-05,1.76787e-05,1.7665e-05,1.74266e-05,1.68946e-05,1.58524e-05,1.41356e-05,1.22515e-05,1.03672e-05,8.66984e-06,7.17813e-06,5.94835e-06,4.86291e-06,3.97258e-06,3.15979e-06,2.43659e-06,1.80626e-06,1.51672e-06
-157.0,3.10126e-06,3.3784e-06,3.4448e-06,3.8183e-06,4.88063e-06,4.90922e-06,5.63675e-06,5.73813e-06,5.58531e-06,6.02096e-06,6.62177e-06,6.65725e-06,6.69259e-06,1.15657e-05,8.55204e-06,9.1499e-06,9.09265e-06,1.06598e-05,1.09287e-05,1.09919e-05,1.06443e-05,1.26948e-05,1.2136e-05,1.1064e-05,1.36542e-05,1.44981e-05,1.62798e-05,1.70173e-05,1.73269e-05,1.75395e-05,1.7664e-05,1.77406e-05,1.77568e-05,1.75375e-05,1.68868e-05,1.60071e-05,1.44976e-05,1.25655e-05,1.05173e-05,8.77017e-06,7.22663e-06,6.01532e-06,4.95788e-06,4.09045e-06,3.26669e-06,2.50719e-06,1.84387e-06,1.51372e-06
-151.0,3.10738e-06,3.31036e-06,3.50681e-06,3.88107e-06,4.51506e-06,4.34346e-06,5.3443e-06,5.8599e-06,5.26801e-06,6.87326e-06,6.98834e-06,6.89879e-06,7.54398e-06,8.57454e-06,1.00796e-05,1.10188e-05,1.09034e-05,1.10427e-05,1.11191e-05,1.08241e-05,1.14035e-05,1.23009e-05,1.33601e-05,1.58607e-05,1.57246e-05,1.65607e-05,1.66899e-05,1.69826e-05,1.73914e-05,1.76174e-05,1.7711e-05,1.77707e-05,1.77444e-05,1.75193e-05,1.68188e-05,1.59261e-05,1.44757e-05,1.25872e-05,1.06208e-05,8.84995e-06,7.33521e-06,6.14604e-06,5.09702e-06,4.13062e-06,3.34664e-06,2.57523e-06,1.84466e-06,1.51583e-06
-145.0,3.10147e-06,3.30804e-06,3.52961e-06,4.41812e-06,4.50042e-06,4.6103e-06,4.92871e-06,5.99334e-06,5.98586e-06,6.41087e-06,6.79751e-06,7.08238e-06,8.04583e-06,8.41516e-06,1.00649e-05,9.95571e-06,1.04489e-05,9.63208e-06,1.06762e-05,1.09609e-05,1.08712e-05,1.1374e-05,1.25187e-05,1.18859e-05,1.42987e-05,1.31032e-05,1.59024e-05,1.6018e-05,1.50476e-05,1.34949e-05,1.42718e-05,1.48873e-05,1.71848e-05,1.73618e-05,1.66556e-05,1.54328e-05,1.39411e-05,1.22086e-05,9.99367e-06,8.89517e-06,7.41748e-06,6.20048e-06,5.22043e-06,4.26856e-06,3.42817e-06,2.63604e-06,1.88636e-06,1.51694e-06
-140.0,3.09767e-06,3.34275e-06,3.58427e-06,3.97351e-06,4.51912e-06,4.92724e-06,4.78087e-06,5.58653e-06,6.10431e-06,6.01046e-06,7.05866e-06,7.90854e-06,8.10616e-06,8.43706e-06,9.84643e-06,9.90036e-06,1.04529e-05,9.68711e-06,1.0134e-05,9.88924e-06,1.00608e-05,1.02052e-05,1.06033e-05,1.19435e-05,1.31708e-05,1.38634e-05,1.29992e-05,1.33415e-05,1.26819e-05,1.40254e-05,1.40495e-05,1.39133e-05,1.46132e-05,1.26298e-05,1.55362e-05,1.38733e-05,1.29947e-05,1.17758e-05,1.03841e-05,8.87036e-06,7.45162e-06,6.26687e-06,5.27586e-06,4.37392e-06,3.45376e-06,2.69985e-06,1.84832e-06,1.51299e-06
-134.0,3.10249e-06,3.41255e-06,3.65117e-06,4.04786e-06,4.71561e-06,4.78477e-06,4.96267e-06,5.53011e-06,6.27014e-06,6.53265e-06,6.56163e-06,7.22578e-06,8.24793e-06,9.27876e-06,1.02581e-05,9.78188e-06,9.85761e-06,9.73549e-06,9.51269e-06,9.0719e-06,8.97165e-06,8.89715e-06,9.20878e-06,1.04062e-05,1.02741e-05,9.96e-06,1.19432e-05,1.10927e-05,1.23296e-06,3.73067e-06,1.403e-05,1.23897e-05,1.48154e-05,1.30422e-05,1.29356e-05,1.25934e-05,1.21569e-05,1.12235e-05,1.01416e-05,8.6953e-06,7.4545e-06,6.3328e-06,5.36188e-06,4.45636e-06,3.57618e-06,2.75292e-06,1.87761e-06,1.51537e-06
