,-90.0,-86.1702,-82.3404,-78.5106,-74.6809,-70.8511,-67.0213,-63.1915,-59.3617,-55.5319,-51.7021,-47.8723,-44.0426,-40.2128,-36.383,-32.5532,-28.7234,-24.8936,-21.0638,-17.234,-13.4043,-9.57447,-5.74468,-1.91489,1.91489,5.74468,9.57447,13.4043,17.234,21.0638,24.8936,28.7234,32.5532,36.383,40.2128,44.0426,47.8723,51.7021,55.5319,59.3617,63.1915,67.0213,70.8511,74.6809,78.5106,82.3404,86.1702,90.0
-180.0,0.000282369,0.000267426,0.000238911,0.00026386,0.000294251,0.000318966,0.000336011,0.000325103,0.000383625,0.000379818,0.000385472,0.000324733,0.000333157,0.00036458,0.000407923,0.000352905,0.000367678,0.00036733,0.000344445,0.000342478,0.000494147,0.0005117,0.000555529,0.000681138,0.000783193,0.00081493,0.000824295,0.000767299,0.000839846,0.000896699,0.000923185,0.000957614,0.000988734,0.000982854,0.00093692,0.000878637,0.000803544,0.000736231,0.000651213,0.000553816,0.000478438,0.000398484,0.000327132,0.000255932,0.000195893,0.000133161,8.97139e-05,8.794e-05
-174.0,0.00028237,0.000253621,0.000246434,0.000274262,0.000311177,0.000357569,0.000319785,0.000333897,0.000334098,0.000400778,0.000339805,0.000326234,0.000365442,0.000367674,0.00034833,0.000354932,0.000295643,0.000391279,0.000331007,0.000315917,0.00041569,0.000556806,0.000576497,0.000675802,0.000733521,0.000783066,0.000777791,0.000789522,0.000851319,0.00095969,0.000908043,0.000954168,0.000978307,0.000957194,0.000941376,0.000877607,0.000812268,0.00073921,0.000647894,0.000573419,0.000486314,0.000416944,0.000345121,0.00026861,0.000204058,0.000139264,9.36026e-05,8.80376e-05
-168.0,0.00028236,0.000260241,0.000252463,0.000283575,0.000309604,0.000389655,0.000370542,0.000359521,0.000362069,0.000376961,0.000334307,0.000437739,0.000401739,0.000353914,0.000383614,0.000272326,0.000264144,0.000317036,0.000338502,0.000365632,0.000418958,0.000449017,0.000673253,0.000760848,0.000772529,0.000798547,0.000793213,0.000804798,0.000829405,0.000845529,0.000901377,0.0009253,0.000946569,0.000949076,0.000927649,0.000875115,0.000806347,0.000749356,0.000661289,0.000585508,0.000509714,0.000438375,0.000354967,0.000283053,0.000211722,0.000145083,9.88526e-05,8.79838e-05
-162.0,0.000282685,0.000267325,0.000259891,0.000289632,0.000327459,0.000400749,0.000410859,0.000403139,0.000343045,0.000383879,0.000391715,0.000389703,0.000371327,0.000394254,0.000277582,0.000277224,0.000300984,0.000317341,0.000403749,0.000422031,0.000453098,0.000453189,0.00064978,0.000633406,0.000740043,0.000754565,0.000786251,0.000803417,0.000821442,0.000851238,0.000868826,0.000896192,0.000913529,0.000918136,0.000905038,0.000867643,0.000803789,0.000740782,0.00066791,0.000596149,0.000524846,0.000452138,0.000371139,0.000292692,0.000220386,0.00015127,9.87174e-05,8.80128e-05
-157.0,0.000282121,0.000272103,0.000267283,0.000298677,0.000393023,0.00037591,0.000430407,0.000410611,0.000360898,0.000360716,0.00036169,0.000319159,0.000279795,0.000496842,0.000301635,0.000305253,0.000288018,0.000344436,0.000352893,0.000358644,0.000349279,0.000478495,0.000463419,0.000411093,0.000580019,0.000634022,0.000745176,0.000786855,0.000803153,0.000817936,0.000833504,0.000852435,0.000874952,0.000887917,0.000872705,0.000848693,0.000797383,0.000732147,0.000658217,0.000596479,0.000527659,0.000459453,0.000381786,0.000305015,0.000230585,0.000157378,0.000101811,8.79102e-05
-151.0,0.000282832,0.000267287,0.000276026,0.000307643,0.000355041,0.000318475,0.000398573,0.000422379,0.000330625,0.000428175,0.000383047,0.00032633,0.000315575,0.000325347,0.000360004,0.000374818,0.000351214,0.00034649,0.000345888,0.000335185,0.000369933,0.000431962,0.000507809,0.000667437,0.000668376,0.00072157,0.000726246,0.000738932,0.00075886,0.00077152,0.000782961,0.000801069,0.000824095,0.000844899,0.000837005,0.000819162,0.000770701,0.000704954,0.000643316,0.000589027,0.0005316,0.000470584,0.000396255,0.00030911,0.000238476,0.000163366,0.000103289,8.79823e-05
-145.0,0.000282144,0.000268956,0.000280466,0.000368121,0.00035431,0.000344684,0.000351017,0.000429854,0.000388044,0.000379457,0.00035791,0.000325319,0.000329774,0.000305973,0.00034557,0.000314548,0.000316307,0.000273152,0.00030917,0.0003216,0.000322434,0.000353423,0.000423914,0.000398306,0.000531497,0.000470032,0.000617397,0.000620004,0.000560776,0.00047221,0.000515201,0.000561923,0.000733929,0.000786982,0.000791531,0.000761,0.000712676,0.000657729,0.0005721,0.000579365,0.000531131,0.000471311,0.000408141,0.000323185,0.00024664,0.000168671,0.000106855,8.80204e-05
-140.0,0.000281703,0.00027431,0.000287889,0.000319876,0.000355474,0.000375417,0.000330438,0.000377694,0.000385136,0.000332681,0.00035856,0.000357444,0.000317281,0.000292126,0.000319338,0.000295316,0.000297847,0.000257217,0.000267129,0.000255349,0.000262454,0.000271142,0.000292101,0.000357528,0.000421041,0.000454054,0.00041367,0.0004268,0.000392056,0.000452884,0.000456385,0.000459816,0.000523166,0.000452722,0.000676979,0.000627167,0.000627703,0.000614554,0.00059629,0.000567204,0.000526866,0.000473752,0.000412051,0.000334034,0.000250255,0.000174127,0.000106128,8.78853e-05
-134.0,0.000282265,0.000283281,0.000296281,0.000327884,0.000375,0.000353695,0.000339783,0.000358765,0.000382267,0.000353737,0.000308062,0.000300946,0.00030809,0.000313303,0.000318341,0.000272694,0.000256464,0.000239435,0.000223969,0.000204683,0.000199261,0.000196311,0.00020809,0.000254709,0.00025113,0.000239661,0.000322293,0.000285236,2.4989e-05,6.76862e-05,0.00041312,0.000348402,0.000488936,0.000438666,0.000484061,0.000523098,0.000559837,0.000568993,0.000573021,0.000547332,0.000523382,0.00047863,0.000421005,0.000343311,0.000263123,0.000178975,0.000108642,8.7967e-05
