##########################################################################################
### MCD_v5.3 with climatology average solar scenario.
### Ls 202.8deg. Altitude 80000.0 m ALS. Local time 0.0h (at longitude 0) 
### --------------------------------------------------------------------------------------
### Column 1 is East longitude (degrees)
### Columns 2+ are Temperature (K)
### Line 1 is North latitude (degrees)
### --------------------------------------------------------------------------------------
### Retrieved on: 2022-04-04T01:12:25.023927
### Mars Climate Database (c) LMD/OU/IAA/ESA/CNES
##########################################################################################
---- ||   -9.00000e+01   -8.61702e+01   -8.23404e+01   -7.85106e+01   -7.46809e+01   -7.08511e+01   -6.70213e+01   -6.31915e+01   -5.93617e+01   -5.55319e+01   -5.17021e+01   -4.78723e+01   -4.40426e+01   -4.02128e+01   -3.63830e+01   -3.25532e+01   -2.87234e+01   -2.48936e+01   -2.10638e+01   -1.72340e+01   -1.34043e+01   -9.57447e+00   -5.74468e+00   -1.91489e+00    1.91489e+00    5.74468e+00    9.57447e+00    1.34043e+01    1.72340e+01    2.10638e+01    2.48936e+01    2.87234e+01    3.25532e+01    3.63830e+01    4.02128e+01    4.40426e+01    4.78723e+01    5.17021e+01    5.55319e+01    5.93617e+01    6.31915e+01    6.70213e+01    7.08511e+01    7.46809e+01    7.85106e+01    8.23404e+01    8.61702e+01    9.00000e+01
-----------------------------------
-180 ||    1.56616e+02    1.54328e+02    1.55050e+02    1.57016e+02    1.58837e+02    1.60762e+02    1.62992e+02    1.63362e+02    1.64531e+02    1.63105e+02    1.61302e+02    1.59383e+02    1.57909e+02    1.56075e+02    1.54066e+02    1.53606e+02    1.53359e+02    1.54182e+02    1.55562e+02    1.57052e+02    1.58605e+02    1.60939e+02    1.63981e+02    1.67888e+02    1.70674e+02    1.71195e+02    1.70359e+02    1.68402e+02    1.67325e+02    1.65954e+02    1.64370e+02    1.62998e+02    1.61998e+02    1.61572e+02    1.62311e+02    1.64429e+02    1.66420e+02    1.67610e+02    1.69035e+02    1.70865e+02    1.71685e+02    1.70658e+02    1.66377e+02    1.60854e+02    1.54002e+02    1.43387e+02    1.32923e+02    1.30294e+02
-174 ||    1.56616e+02    1.54612e+02    1.56103e+02    1.58229e+02    1.60085e+02    1.63710e+02    1.63789e+02    1.65190e+02    1.65085e+02    1.65127e+02    1.62772e+02    1.61015e+02    1.58922e+02    1.56555e+02    1.54718e+02    1.53623e+02    1.54137e+02    1.54364e+02    1.55420e+02    1.56356e+02    1.58392e+02    1.59979e+02    1.63171e+02    1.66973e+02    1.69376e+02    1.70278e+02    1.69442e+02    1.68134e+02    1.66891e+02    1.65667e+02    1.63638e+02    1.62314e+02    1.61202e+02    1.60454e+02    1.60726e+02    1.62978e+02    1.66134e+02    1.68311e+02    1.70524e+02    1.73110e+02    1.73874e+02    1.72999e+02    1.68827e+02    1.62512e+02    1.55633e+02    1.45175e+02    1.33927e+02    1.30292e+02
-168 ||    1.56616e+02    1.55206e+02    1.57106e+02    1.59383e+02    1.61262e+02    1.66239e+02    1.67122e+02    1.67497e+02    1.67340e+02    1.66481e+02    1.64261e+02    1.62484e+02    1.59466e+02    1.56697e+02    1.54401e+02    1.54341e+02    1.54183e+02    1.54365e+02    1.55109e+02    1.56283e+02    1.57472e+02    1.59036e+02    1.62947e+02    1.67095e+02    1.69210e+02    1.69899e+02    1.69121e+02    1.67840e+02    1.66199e+02    1.64345e+02    1.62978e+02    1.61778e+02    1.60751e+02    1.59661e+02    1.59253e+02    1.60759e+02    1.64300e+02    1.67720e+02    1.70668e+02    1.74162e+02    1.75689e+02    1.75093e+02    1.70739e+02    1.63981e+02    1.57078e+02    1.46833e+02    1.34854e+02    1.30293e+02
-162 ||    1.56615e+02    1.55782e+02    1.58070e+02    1.60480e+02    1.62684e+02    1.67950e+02    1.69739e+02    1.70055e+02    1.68275e+02    1.67925e+02    1.65859e+02    1.62923e+02    1.59525e+02    1.56456e+02    1.54839e+02    1.53967e+02    1.53666e+02    1.53851e+02    1.55003e+02    1.55439e+02    1.56290e+02    1.57904e+02    1.61825e+02    1.64599e+02    1.67706e+02    1.68274e+02    1.68135e+02    1.67106e+02    1.65512e+02    1.63722e+02    1.62060e+02    1.61144e+02    1.60517e+02    1.59557e+02    1.58649e+02    1.59081e+02    1.61873e+02    1.65911e+02    1.69715e+02    1.73968e+02    1.76447e+02    1.76451e+02    1.72585e+02    1.65202e+02    1.58336e+02    1.48358e+02    1.35835e+02    1.30292e+02
-157 ||    1.56616e+02    1.56313e+02    1.58965e+02    1.61492e+02    1.66752e+02    1.68359e+02    1.71481e+02    1.71346e+02    1.69661e+02    1.68184e+02    1.65725e+02    1.61986e+02    1.58434e+02    1.56256e+02    1.54200e+02    1.53258e+02    1.52756e+02    1.53040e+02    1.53515e+02    1.54259e+02    1.54958e+02    1.56683e+02    1.58604e+02    1.59554e+02    1.63745e+02    1.65036e+02    1.66302e+02    1.65840e+02    1.64393e+02    1.62542e+02    1.60856e+02    1.60009e+02    1.59931e+02    1.59608e+02    1.58832e+02    1.58609e+02    1.60282e+02    1.64016e+02    1.68339e+02    1.72959e+02    1.76218e+02    1.77051e+02    1.73846e+02    1.66288e+02    1.59413e+02    1.49734e+02    1.36777e+02    1.30295e+02
-151 ||    1.56615e+02    1.56773e+02    1.59786e+02    1.62409e+02    1.66370e+02    1.67263e+02    1.71529e+02    1.72273e+02    1.69126e+02    1.69205e+02    1.65416e+02    1.61093e+02    1.57719e+02    1.55138e+02    1.53400e+02    1.52377e+02    1.51813e+02    1.51748e+02    1.52033e+02    1.52372e+02    1.53296e+02    1.54812e+02    1.57465e+02    1.61448e+02    1.63006e+02    1.64407e+02    1.64580e+02    1.64045e+02    1.62807e+02    1.61028e+02    1.59296e+02    1.58394e+02    1.58672e+02    1.59193e+02    1.59002e+02    1.58879e+02    1.59927e+02    1.63026e+02    1.67375e+02    1.72071e+02    1.75674e+02    1.77277e+02    1.74866e+02    1.67358e+02    1.60322e+02    1.50970e+02    1.37644e+02    1.30293e+02
-145 ||    1.56616e+02    1.57259e+02    1.60550e+02    1.64446e+02    1.67388e+02    1.69274e+02    1.70673e+02    1.72492e+02    1.70024e+02    1.67290e+02    1.63673e+02    1.59726e+02    1.56599e+02    1.53796e+02    1.52124e+02    1.50755e+02    1.50166e+02    1.49391e+02    1.49946e+02    1.50417e+02    1.51027e+02    1.52311e+02    1.54625e+02    1.55748e+02    1.59103e+02    1.59007e+02    1.61475e+02    1.61099e+02    1.59216e+02    1.56559e+02    1.55765e+02    1.55335e+02    1.56611e+02    1.57843e+02    1.58552e+02    1.58883e+02    1.60073e+02    1.62862e+02    1.67224e+02    1.71582e+02    1.75120e+02    1.77013e+02    1.75492e+02    1.68711e+02    1.61094e+02    1.52079e+02    1.38497e+02    1.30292e+02
-140 ||    1.56617e+02    1.57728e+02    1.61218e+02    1.63987e+02    1.68319e+02    1.70935e+02    1.70148e+02    1.70740e+02    1.68838e+02    1.64789e+02    1.62084e+02    1.58643e+02    1.55011e+02    1.52214e+02    1.50618e+02    1.49215e+02    1.48546e+02    1.47613e+02    1.47719e+02    1.47873e+02    1.48549e+02    1.49539e+02    1.50955e+02    1.53325e+02    1.55573e+02    1.56993e+02    1.56612e+02    1.56506e+02    1.55030e+02    1.55069e+02    1.54046e+02    1.53277e+02    1.53822e+02    1.54327e+02    1.57168e+02    1.58280e+02    1.60049e+02    1.62920e+02    1.67039e+02    1.71394e+02    1.74803e+02    1.76811e+02    1.75673e+02    1.69706e+02    1.61739e+02    1.53076e+02    1.39144e+02    1.30295e+02
