##########################################################################################
### MCD_v5.3 with climatology average solar scenario.
### Ls 202.0deg. Altitude 70000.0 m ALS. Local time 0.0h (at longitude 0) 
### --------------------------------------------------------------------------------------
### Column 1 is East longitude (degrees)
### Columns 2+ are Temperature (K)
### Line 1 is North latitude (degrees)
### --------------------------------------------------------------------------------------
### Retrieved on: 2022-04-03T19:12:25.677620
### Mars Climate Database (c) LMD/OU/IAA/ESA/CNES
##########################################################################################
---- ||   -9.00000e+01   -8.61702e+01   -8.23404e+01   -7.85106e+01   -7.46809e+01   -7.08511e+01   -6.70213e+01   -6.31915e+01   -5.93617e+01   -5.55319e+01   -5.17021e+01   -4.78723e+01   -4.40426e+01   -4.02128e+01   -3.63830e+01   -3.25532e+01   -2.87234e+01   -2.48936e+01   -2.10638e+01   -1.72340e+01   -1.34043e+01   -9.57447e+00   -5.74468e+00   -1.91489e+00    1.91489e+00    5.74468e+00    9.57447e+00    1.34043e+01    1.72340e+01    2.10638e+01    2.48936e+01    2.87234e+01    3.25532e+01    3.63830e+01    4.02128e+01    4.40426e+01    4.78723e+01    5.17021e+01    5.55319e+01    5.93617e+01    6.31915e+01    6.70213e+01    7.08511e+01    7.46809e+01    7.85106e+01    8.23404e+01    8.61702e+01    9.00000e+01
-----------------------------------
-180 ||    1.75733e+02    1.74026e+02    1.72994e+02    1.73672e+02    1.74157e+02    1.73644e+02    1.72104e+02    1.69776e+02    1.65915e+02    1.61840e+02    1.57660e+02    1.54098e+02    1.51364e+02    1.49736e+02    1.48912e+02    1.48552e+02    1.49001e+02    1.50241e+02    1.51824e+02    1.54184e+02    1.58753e+02    1.62243e+02    1.65537e+02    1.66129e+02    1.65376e+02    1.64927e+02    1.64671e+02    1.65688e+02    1.65693e+02    1.66228e+02    1.66918e+02    1.67337e+02    1.67744e+02    1.68273e+02    1.68391e+02    1.67897e+02    1.66936e+02    1.66960e+02    1.68630e+02    1.71447e+02    1.75475e+02    1.78627e+02    1.78823e+02    1.74553e+02    1.63677e+02    1.47172e+02    1.34342e+02    1.30738e+02
-174 ||    1.75733e+02    1.74036e+02    1.73753e+02    1.74672e+02    1.75352e+02    1.75008e+02    1.73729e+02    1.71426e+02    1.68116e+02    1.63149e+02    1.59346e+02    1.55411e+02    1.52371e+02    1.50450e+02    1.49094e+02    1.48316e+02    1.48005e+02    1.49911e+02    1.51340e+02    1.53783e+02    1.58627e+02    1.63471e+02    1.66542e+02    1.67173e+02    1.67267e+02    1.66593e+02    1.66634e+02    1.66781e+02    1.66796e+02    1.66671e+02    1.67148e+02    1.66718e+02    1.66602e+02    1.67024e+02    1.67928e+02    1.68402e+02    1.68657e+02    1.68925e+02    1.70059e+02    1.72541e+02    1.76362e+02    1.79890e+02    1.80573e+02    1.76497e+02    1.65943e+02    1.49039e+02    1.35187e+02    1.30738e+02
-168 ||    1.75732e+02    1.74472e+02    1.74507e+02    1.75702e+02    1.76485e+02    1.76381e+02    1.75122e+02    1.72986e+02    1.69585e+02    1.65053e+02    1.61126e+02    1.56245e+02    1.53335e+02    1.50966e+02    1.49013e+02    1.47661e+02    1.47513e+02    1.48968e+02    1.51295e+02    1.54652e+02    1.59236e+02    1.63880e+02    1.66024e+02    1.66765e+02    1.67499e+02    1.67222e+02    1.67312e+02    1.67481e+02    1.67794e+02    1.68016e+02    1.67333e+02    1.66173e+02    1.65199e+02    1.65260e+02    1.66369e+02    1.67835e+02    1.69154e+02    1.70232e+02    1.71709e+02    1.74165e+02    1.77827e+02    1.81285e+02    1.82135e+02    1.78304e+02    1.68060e+02    1.50831e+02    1.35983e+02    1.30738e+02
-162 ||    1.75742e+02    1.74915e+02    1.75298e+02    1.76712e+02    1.77744e+02    1.77747e+02    1.76594e+02    1.74491e+02    1.71718e+02    1.66934e+02    1.62179e+02    1.57912e+02    1.54307e+02    1.51078e+02    1.48783e+02    1.47596e+02    1.47737e+02    1.49015e+02    1.51882e+02    1.55467e+02    1.60098e+02    1.64642e+02    1.66873e+02    1.69297e+02    1.68285e+02    1.68063e+02    1.67587e+02    1.67709e+02    1.68084e+02    1.68221e+02    1.67640e+02    1.66024e+02    1.64197e+02    1.63346e+02    1.63990e+02    1.65852e+02    1.68096e+02    1.70073e+02    1.72279e+02    1.75391e+02    1.79280e+02    1.82701e+02    1.83596e+02    1.79896e+02    1.69717e+02    1.52598e+02    1.36801e+02    1.30738e+02
-157 ||    1.75725e+02    1.75309e+02    1.76081e+02    1.77742e+02    1.79235e+02    1.79034e+02    1.78132e+02    1.76241e+02    1.73434e+02    1.69325e+02    1.64507e+02    1.60146e+02    1.55877e+02    1.51088e+02    1.49046e+02    1.47922e+02    1.48024e+02    1.49386e+02    1.51637e+02    1.54883e+02    1.58742e+02    1.64929e+02    1.68416e+02    1.70231e+02    1.70076e+02    1.68996e+02    1.67321e+02    1.67208e+02    1.67672e+02    1.68007e+02    1.67563e+02    1.65948e+02    1.63702e+02    1.62019e+02    1.61679e+02    1.63043e+02    1.65593e+02    1.68431e+02    1.71333e+02    1.75424e+02    1.80055e+02    1.83805e+02    1.84825e+02    1.81300e+02    1.71246e+02    1.54276e+02    1.37529e+02    1.30738e+02
-151 ||    1.75747e+02    1.75528e+02    1.76859e+02    1.78714e+02    1.80094e+02    1.80007e+02    1.79508e+02    1.77781e+02    1.75141e+02    1.70495e+02    1.66118e+02    1.61484e+02    1.56310e+02    1.52058e+02    1.49361e+02    1.48260e+02    1.48456e+02    1.49600e+02    1.51658e+02    1.54498e+02    1.58676e+02    1.63367e+02    1.66481e+02    1.65842e+02    1.66415e+02    1.65777e+02    1.66036e+02    1.66546e+02    1.67070e+02    1.67390e+02    1.67005e+02    1.65542e+02    1.63324e+02    1.61329e+02    1.60254e+02    1.60640e+02    1.62524e+02    1.65616e+02    1.69246e+02    1.74305e+02    1.79901e+02    1.84319e+02    1.85777e+02    1.82383e+02    1.72572e+02    1.55831e+02    1.38238e+02    1.30738e+02
-145 ||    1.75726e+02    1.75852e+02    1.77515e+02    1.80133e+02    1.80961e+02    1.81009e+02    1.80329e+02    1.78961e+02    1.76273e+02    1.72440e+02    1.67584e+02    1.62093e+02    1.56529e+02    1.52452e+02    1.49709e+02    1.48557e+02    1.48539e+02    1.49162e+02    1.51272e+02    1.54041e+02    1.57128e+02    1.60794e+02    1.64380e+02    1.65869e+02    1.65906e+02    1.67635e+02    1.65727e+02    1.66576e+02    1.67972e+02    1.68397e+02    1.66499e+02    1.64272e+02    1.62583e+02    1.60740e+02    1.59489e+02    1.59031e+02    1.59898e+02    1.62730e+02    1.66609e+02    1.72534e+02    1.79011e+02    1.84257e+02    1.86353e+02    1.83306e+02    1.73743e+02    1.57243e+02    1.39226e+02    1.30738e+02
-140 ||    1.75712e+02    1.76224e+02    1.78157e+02    1.80235e+02    1.81568e+02    1.81759e+02    1.80624e+02    1.79349e+02    1.76665e+02    1.72475e+02    1.67158e+02    1.61427e+02    1.56299e+02    1.52272e+02    1.49644e+02    1.48439e+02    1.48443e+02    1.48954e+02    1.50606e+02    1.52454e+02    1.55057e+02    1.57801e+02    1.60472e+02    1.63304e+02    1.64955e+02    1.65338e+02    1.67242e+02    1.67981e+02    1.69115e+02    1.67659e+02    1.65851e+02    1.63184e+02    1.60887e+02    1.58619e+02    1.58434e+02    1.57560e+02    1.57981e+02    1.60506e+02    1.64666e+02    1.70588e+02    1.77663e+02    1.83708e+02    1.86516e+02    1.83959e+02    1.74665e+02    1.58566e+02    1.39538e+02    1.30737e+02
